Domain	Phlyum	Class	Order	Family	Genus	Species	1.T0	1.T1	1.T2	1.T3	1.T4	11.T0	11.T1	11.T2	11.T3	11.T4	13.T1	13.T2	13.T3	13.T4	15.T0	15.T1	15.T2	15.T3	15.T4	17.T1	17.T2	17.T3	17.T4	19.T1	19.T2	19.T3	19.T4	21.T0	21.T1	21.T2	21.T3	21.T4	22.T0	23.T1	23.T2	23.T4	25.T1	25.T2	25.T3	25.T4	27.T1	27.T2	27.T3	27.T4	29.T1	29.T2	29.T3	29.T4	3.T1	3.T2	3.T3	3.T4	31.T0	31.T1	31.T2	31.T3	31.T4	33.T0	33.T1	33.T2	33.T3	33.T4	35.T1	35.T2	35.T3	35.T4	37.T1	37.T3	37.T4	38.T2	39.T1	39.T2	39.T3	39.T4	41.T0	41.T1	41.T2	41.T3	41.T4	42.T2	43.T1	43.T3	43.T4	45.T0	45.T1	45.T2	45.T3	45.T4	47.T1	47.T2	47.T3	47.T4	49.T1	49.T3	49.T4	5.T0	5.T1	5.T2	5.T3	5.T4	50.T2	51.T0	51.T1	51.T2	51.T3	51.T4	53.T1	53.T2	53.T3	53.T4	55.T0	55.T1	55.T2	55.T3	55.T4	57.T1	57.T2	57.T3	57.T4	59.T1	59.T2	59.T3	59.T4	7.T1	7.T2	7.T3	7.T4	9.T1	9.T2	9.T3	9.T4	N1	P1	P2
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_sphaerospermum	12.0	25.0	0.0	15.0	190.0	0.0	904.0	364.0	39.0	178.0	1042.0	37.0	171.0	33.0	65.0	46.0	35.0	19.0	81.0	25.0	21.0	77.0	0.0	170.0	0.0	38.0	21.0	0.0	23.0	35.0	32.0	129.0	41.0	28.0	3706.0	68.0	35.0	736.0	87.0	517.0	51.0	36.0	0.0	29.0	0.0	73.0	610.0	61.0	285.0	176.0	78.0	58.0	24.0	35.0	23.0	18.0	47.0	28.0	10.0	22.0	56.0	351.0	189.0	15.0	9.0	2596.0	87.0	0.0	446.0	4214.0	31.0	73.0	5099.0	133.0	194.0	122.0	88.0	29.0	45.0	180.0	143.0	19.0	54.0	601.0	239.0	0.0	53.0	789.0	838.0	695.0	78.0	750.0	309.0	89.0	321.0	33.0	0.0	12.0	38.0	20.0	70.0	20.0	126.0	215.0	618.0	149.0	75.0	77.0	135.0	403.0	181.0	156.0	1819.0	2869.0	144.0	137.0	498.0	1358.0	248.0	221.0	139.0	1938.0	922.0	168.0	38.0	50.0	691.0	398.0	229.0	443.0	464.0	0.0	0.0	42.0
Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	Sistotrema_brinkmannii	0.0	0.0	15.0	0.0	0.0	0.0	0.0	31.0	8.0	5.0	7.0	7.0	16.0	14.0	12.0	0.0	8.0	0.0	10.0	6.0	4.0	0.0	0.0	53.0	2.0	13.0	15.0	0.0	18.0	9.0	11.0	0.0	0.0	7.0	4.0	13.0	0.0	15.0	20.0	12.0	13.0	2.0	7.0	28.0	0.0	10.0	34.0	8.0	12.0	3.0	7.0	0.0	0.0	8.0	0.0	7.0	7.0	14.0	0.0	0.0	0.0	4.0	12.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	11.0	7.0	10.0	186.0	29.0	19.0	269.0	426.0	6.0	57.0	0.0	0.0	8.0	532.0	19.0	0.0	0.0	6.0	9.0	50.0	384.0	31211.0	5.0	204.0	1166.0	9.0	5.0	5.0	13.0	7.0	4.0	0.0	7.0	6.0	9.0	3.0	11.0	9.0	6.0	84.0	190.0	0.0	68.0	123.0	206.0	9.0	15.0	10.0	47.0	13.0	5.0	15.0	50.0	10.0	16.0	17.0	381.0	0.0	3.0	17.0	15.0	0.0	4.0	5.0
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium		0.0	364.0	145.0	12.0	12.0	0.0	569.0	399.0	513.0	421.0	43.0	13.0	557.0	29.0	24.0	68.0	53.0	26.0	104.0	105.0	59.0	14.0	0.0	137.0	52.0	26.0	53.0	10.0	26.0	23.0	0.0	41.0	16.0	15.0	19.0	29.0	51.0	474.0	130.0	1255.0	0.0	13.0	17.0	15.0	0.0	34.0	268.0	61.0	1080.0	28.0	18.0	0.0	26.0	125.0	19.0	261.0	161.0	0.0	17.0	96.0	8.0	3807.0	2018.0	28.0	17.0	659.0	400.0	0.0	887.0	293.0	370.0	225.0	336.0	870.0	165.0	80.0	43.0	9.0	357.0	346.0	184.0	8.0	120.0	216.0	226.0	0.0	32.0	64.0	630.0	47.0	45.0	12.0	151.0	52.0	286.0	14.0	115.0	16.0	0.0	14.0	240.0	0.0	262.0	174.0	432.0	157.0	170.0	105.0	683.0	625.0	12.0	46.0	215.0	346.0	289.0	135.0	1132.0	1147.0	197.0	94.0	287.0	797.0	1411.0	177.0	32.0	32.0	863.0	1194.0	77.0	33.0	25.0	0.0	10.0	24.0
Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_rhododendri	36.0	0.0	0.0	9.0	4.0	14.0	0.0	18.0	8.0	6.0	31.0	8.0	32.0	10.0	0.0	3.0	12.0	4.0	35.0	0.0	3.0	1661.0	6.0	32.0	11.0	71.0	6.0	0.0	12.0	14.0	4.0	0.0	5.0	9.0	8.0	14.0	17.0	39.0	0.0	80.0	10.0	0.0	3.0	8.0	1064.0	389.0	20.0	22406.0	0.0	25.0	13.0	4.0	0.0	3.0	0.0	2.0	5.0	6.0	0.0	4.0	1924.0	7.0	14.0	0.0	3.0	19.0	18.0	0.0	29.0	17.0	2.0	15.0	9.0	9.0	5.0	8.0	7.0	38.0	9.0	11.0	7.0	0.0	0.0	190.0	8.0	0.0	0.0	12.0	9.0	0.0	21.0	7.0	7.0	7.0	28.0	381.0	0.0	9.0	6.0	13.0	8.0	0.0	19.0	14.0	0.0	2.0	10.0	11.0	4.0	0.0	0.0	0.0	12.0	12.0	0.0	11.0	18.0	0.0	12.0	0.0	0.0	33.0	4.0	23.0	9.0	77.0	499.0	8.0	15.0	10.0	16.0	0.0	5.0	20.0
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae			0.0	12.0	0.0	41.0	12.0	0.0	8.0	29.0	26.0	20.0	26.0	22.0	34.0	23.0	31.0	8.0	30.0	93.0	70.0	75.0	13.0	18.0	179.0	127.0	16.0	29.0	167.0	40.0	19.0	32.0	6.0	135.0	13.0	29.0	14.0	30.0	7.0	106.0	101.0	45.0	345.0	13.0	4504.0	20306.0	16.0	14.0	23.0	53.0	48.0	28.0	20.0	620.0	22.0	8.0	11.0	8.0	14.0	11.0	0.0	9.0	12.0	16.0	12.0	0.0	3.0	24.0	20.0	0.0	6.0	22.0	9.0	55.0	26.0	12.0	17.0	73.0	30.0	2089.0	10.0	46.0	19.0	8.0	33.0	24.0	16.0	0.0	17.0	44.0	25.0	25.0	15.0	15.0	19.0	24.0	18.0	16.0	25.0	20.0	8.0	18.0	15.0	15.0	61.0	46.0	15.0	4.0	12.0	11.0	15.0	6.0	11.0	9.0	33.0	47.0	4.0	35.0	26.0	56.0	27.0	15.0	56.0	25.0	16.0	41.0	33.0	122.0	1638.0	15.0	25.0	33.0	38.0	0.0	8.0	177.0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudodeflectus	0.0	16.0	13.0	37.0	28.0	0.0	10.0	44.0	39.0	238.0	27.0	30.0	35.0	38.0	30.0	0.0	193.0	96.0	60.0	37.0	21.0	20.0	9.0	188.0	8.0	58.0	144.0	0.0	26.0	87.0	8.0	20.0	0.0	36.0	25.0	57.0	6.0	365.0	0.0	56.0	76.0	1242.0	2296.0	9479.0	29.0	15.0	65.0	29.0	21.0	52.0	160.0	267.0	21.0	16.0	4678.0	19.0	19.0	11.0	9.0	36.0	16.0	21.0	5.0	0.0	10.0	26.0	42.0	0.0	22.0	32.0	17.0	26.0	32.0	30.0	24.0	48.0	31.0	37.0	11.0	0.0	31.0	0.0	37.0	52.0	23.0	0.0	16.0	28.0	51.0	100.0	29.0	22.0	27.0	22.0	23.0	11.0	10.0	55.0	0.0	33.0	29.0	24.0	59.0	84.0	30.0	6.0	25.0	17.0	0.0	0.0	21.0	17.0	638.0	50.0	4.0	44.0	2003.0	37.0	33.0	28.0	16.0	36.0	55.0	40.0	44.0	69.0	1715.0	19.0	26.0	55.0	59.0	0.0	14.0	51.0
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_subcucurbitae	0.0	0.0	101.0	16.0	10.0	0.0	239.0	197.0	26.0	86.0	0.0	0.0	51.0	26.0	58.0	96.0	71.0	46.0	59.0	0.0	33.0	0.0	12.0	474.0	0.0	37.0	35.0	10.0	0.0	0.0	44.0	0.0	0.0	19.0	23.0	111.0	17.0	267.0	0.0	50.0	36.0	589.0	73.0	1431.0	0.0	25.0	4517.0	41.0	0.0	83.0	24.0	279.0	17.0	0.0	1742.0	2278.0	32.0	0.0	0.0	21.0	12.0	18.0	0.0	0.0	0.0	72.0	633.0	18.0	4923.0	38.0	87.0	70.0	57.0	4602.0	1368.0	0.0	115.0	0.0	1887.0	118.0	43.0	188.0	392.0	61.0	40.0	0.0	55.0	31.0	61.0	58.0	26.0	252.0	23.0	18.0	53.0	18.0	0.0	18.0	0.0	23.0	28.0	45.0	64.0	136.0	162.0	0.0	167.0	2433.0	165.0	370.0	0.0	0.0	453.0	44.0	19.0	46.0	3649.0	1720.0	2084.0	35.0	0.0	29.0	62.0	142.0	0.0	234.0	1131.0	76.0	146.0	373.0	42.0	0.0	16.0	34.0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_decumbens	0.0	0.0	0.0	15.0	8.0	0.0	0.0	108.0	26.0	31.0	21.0	12.0	19.0	30.0	0.0	0.0	23.0	11.0	24.0	0.0	9.0	10.0	0.0	70.0	633.0	424.0	917.0	4.0	0.0	0.0	9.0	31.0	83.0	21.0	16.0	22.0	23.0	424.0	21.0	64.0	54.0	0.0	178.0	0.0	14.0	19.0	104.0	16.0	19.0	48.0	17.0	0.0	27.0	4235.0	44.0	0.0	125.0	14.0	0.0	103.0	14.0	13.0	0.0	0.0	545.0	690.0	12.0	0.0	0.0	1659.0	0.0	340.0	3649.0	0.0	16.0	339.0	662.0	24.0	0.0	77.0	188.0	8.0	34.0	28.0	0.0	0.0	0.0	12.0	133.0	90.0	302.0	264.0	1549.0	27.0	76.0	0.0	0.0	12.0	7.0	18.0	26.0	0.0	230.0	28.0	62.0	33.0	251.0	17.0	19.0	9.0	0.0	0.0	9.0	14.0	0.0	20.0	28.0	70.0	11.0	245.0	29.0	45.0	26.0	152.0	10.0	57.0	548.0	8.0	11.0	40.0	0.0	0.0	13.0	19.0
Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_mucilaginosa	3.0	0.0	0.0	8.0	7.0	0.0	0.0	26.0	9.0	19.0	14.0	7.0	9.0	5.0	0.0	0.0	17.0	3.0	1993.0	36.0	20.0	8.0	0.0	40.0	0.0	13.0	17.0	18.0	7.0	14.0	2.0	5.0	8.0	12.0	3.0	16.0	2.0	68.0	6.0	8.0	11721.0	198.0	267.0	1031.0	0.0	0.0	12.0	18.0	16.0	15.0	45.0	31.0	0.0	7.0	454.0	0.0	4.0	9.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	54.0	4.0	0.0	5.0	18.0	24.0	5.0	20.0	14.0	9.0	53.0	14.0	0.0	5.0	14.0	0.0	0.0	8.0	15.0	5.0	0.0	4.0	9.0	8.0	13.0	11.0	4.0	12.0	9.0	6.0	4.0	4.0	6.0	5.0	0.0	13.0	0.0	10.0	7.0	3.0	3.0	7.0	0.0	10.0	3.0	14.0	36.0	11.0	15.0	0.0	15.0	13.0	429.0	10.0	13.0	10.0	24.0	8.0	29.0	72.0	1102.0	1474.0	5.0	17.0	15.0	49.0	0.0	6.0	14.0
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_alternata	0.0	4.0	34.0	3.0	2.0	0.0	0.0	0.0	8.0	4.0	4.0	0.0	37.0	8.0	97.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	19.0	9.0	7.0	0.0	63.0	0.0	0.0	3.0	0.0	7.0	6.0	0.0	8.0	0.0	0.0	16.0	7.0	0.0	5.0	4.0	11.0	3.0	146.0	11.0	0.0	14.0	7.0	0.0	0.0	3.0	0.0	0.0	10.0	0.0	84.0	8.0	3.0	0.0	0.0	0.0	0.0	6.0	10.0	0.0	3.0	9.0	6.0	9.0	8.0	7.0	856.0	0.0	11.0	0.0	0.0	8.0	9.0	0.0	0.0	53.0	2080.0	0.0	5.0	9.0	6.0	8.0	2.0	5.0	5.0	5.0	0.0	0.0	7.0	4.0	0.0	5.0	3.0	0.0	0.0	0.0	6.0	0.0	10.0	5.0	3.0	0.0	2.0	0.0	4.0	9.0	5.0	1254.0	10996.0	193.0	1182.0	4.0	4.0	5.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	5.0	4.0
Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae			0.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	8.0	5.0	9.0	6.0	6.0	437.0	0.0	0.0	13.0	0.0	0.0	0.0	6.0	0.0	0.0	20.0	5.0	13.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	27.0	16.0	3.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0	9.0	5.0	4.0	4.0	3.0	5.0	5.0	6.0	0.0	2.0	0.0	0.0	0.0	5.0	5.0	31.0	0.0	0.0	11.0	9.0	0.0	0.0	11.0	0.0	0.0	6.0	4.0	12.0	13624.0	4.0	4.0	3.0	6.0	6.0	0.0	6.0	6.0	3.0	4.0	3.0	3.0	46.0	0.0	5.0	4.0	5.0	14.0	7.0	0.0	0.0	7.0	3.0	5.0	3.0	0.0	7.0	9.0	4.0	0.0	6.0	9.0	3.0	0.0	0.0	14.0	5.0	22.0	0.0	9.0	4.0	0.0	4.0	5.0	33.0	0.0	4.0	13.0	0.0	8.0	274.0	14.0	0.0	10.0	10.0	0.0	5.0	12.0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Emericellopsis	unidentified	0.0	0.0	0.0	5.0	0.0	0.0	132.0	0.0	6.0	6.0	0.0	2.0	22.0	5.0	0.0	0.0	16.0	5.0	8.0	0.0	24.0	0.0	4.0	15.0	0.0	0.0	7.0	0.0	8.0	8.0	0.0	0.0	0.0	7.0	9.0	4.0	3.0	30.0	228.0	14.0	7.0	0.0	48.0	11.0	5.0	31.0	16.0	10.0	0.0	0.0	14.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	23.0	6.0	2.0	0.0	8.0	0.0	5.0	7.0	4.0	8.0	18.0	11.0	7261.0	0.0	3.0	4.0	0.0	5.0	1106.0	0.0	0.0	5.0	0.0	9.0	34.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	9.0	13.0	0.0	20.0	1026.0	0.0	6.0	32.0	571.0	872.0	0.0	9.0	5.0	7.0	0.0	3.0	8.0	9.0	12.0	5.0	4.0	4.0	12.0	7.0	7.0	10.0	477.0	4.0	5.0	4.0	7.0	0.0	0.0	404.0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_citrinum	0.0	0.0	0.0	4.0	5.0	0.0	0.0	11.0	8.0	4.0	7.0	0.0	7.0	27.0	4.0	0.0	16.0	7.0	7.0	0.0	3.0	4.0	0.0	211.0	4.0	14.0	14.0	0.0	12.0	8.0	0.0	11.0	0.0	8.0	4.0	11.0	0.0	26.0	20.0	18.0	12.0	0.0	0.0	0.0	0.0	7.0	9.0	12.0	0.0	12.0	6.0	8.0	5.0	7.0	4.0	3.0	6.0	0.0	3.0	0.0	23.0	5.0	72.0	0.0	0.0	37.0	5.0	0.0	9.0	18.0	0.0	9.0	28.0	40.0	18.0	10.0	459.0	3.0	0.0	14.0	7.0	0.0	2.0	18.0	117.0	0.0	5.0	7.0	4354.0	2416.0	1461.0	1283.0	13.0	2.0	46.0	5.0	0.0	4.0	0.0	6.0	142.0	0.0	14.0	12.0	8.0	4.0	8.0	12.0	5.0	0.0	0.0	0.0	7.0	13.0	0.0	316.0	197.0	88.0	13.0	8.0	5.0	8.0	5.0	25.0	4.0	18.0	167.0	0.0	4.0	11.0	24.0	0.0	0.0	8.0
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_paradoxus	28.0	383.0	0.0	5931.0	19.0	0.0	301.0	93.0	0.0	0.0	60.0	26.0	20.0	0.0	0.0	50.0	17.0	9.0	106.0	17.0	0.0	9.0	16.0	382.0	8.0	14.0	24.0	17.0	14.0	0.0	0.0	0.0	0.0	62.0	8.0	115.0	18.0	303.0	27.0	17.0	16.0	41.0	0.0	265.0	15.0	35.0	26.0	19.0	43.0	21.0	0.0	6.0	0.0	13.0	9.0	0.0	11.0	2.0	13.0	7.0	0.0	12.0	17.0	0.0	5.0	63.0	28.0	0.0	0.0	22.0	21.0	15.0	18.0	18.0	15.0	44.0	16.0	15.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	9.0	16.0	27.0	9.0	9.0	0.0	26.0	20.0	10.0	0.0	0.0	0.0	16.0	7.0	118.0	35.0	7.0	0.0	0.0	0.0	24.0	0.0	1703.0	0.0	0.0	54.0	7.0	25.0	295.0	17.0	0.0	0.0	71.0	10.0	0.0	86.0	13.0	43.0	277.0	382.0	27.0	0.0	224.0	0.0	0.0	26.0
Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces		0.0	553.0	21.0	7830.0	0.0	10.0	872.0	89.0	16.0	13.0	22.0	0.0	0.0	20.0	22.0	0.0	0.0	0.0	60.0	0.0	12.0	0.0	0.0	381.0	17.0	0.0	0.0	0.0	0.0	17.0	11.0	14.0	12.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	208.0	0.0	16.0	0.0	23.0	0.0	0.0	18.0	0.0	14.0	0.0	0.0	7.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	6.0	23.0	17.0	0.0	10.0	0.0	12.0	0.0	12.0	15.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	7.0	11.0	0.0	0.0	0.0	7.0	0.0	0.0	20.0	18.0	0.0	15.0	2313.0	14.0	23.0	28.0	0.0	0.0	414.0	0.0	17.0	8.0	24.0	0.0	15.0	0.0	0.0	0.0	0.0	475.0	0.0	24.0	186.0	6.0	2.0	0.0
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_velox	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	5.0	0.0	0.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	1679.0	749.0	114.0	5623.0	0.0	0.0	26.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_flavescens	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	49.0	0.0	0.0	5.0	0.0	0.0	20.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	82.0	108.0	6022.0	1513.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	7.0	61.0	0.0	0.0	3.0	50.0	0.0	0.0	0.0
Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Corynascella	Corynascella_inquinata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	7262.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_japonicus	0.0	0.0	3.0	0.0	4.0	0.0	153.0	6.0	10.0	15.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	5.0	3.0	4.0	0.0	7.0	15.0	0.0	7.0	4.0	0.0	10.0	19.0	0.0	0.0	0.0	7.0	5.0	8.0	0.0	23.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0	3.0	14.0	16.0	124.0	13.0	9.0	3.0	7.0	6.0	5.0	0.0	0.0	0.0	0.0	16.0	3.0	4.0	0.0	4.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	123.0	0.0	0.0	42.0	12.0	0.0	0.0	0.0	0.0	1622.0	442.0	623.0	24.0	0.0	0.0	51.0	19.0	0.0	100.0	0.0	0.0	9.0	0.0	3.0	4.0	10.0	9.0	5.0	7.0	0.0	23.0	9.0	8.0	0.0	0.0	4.0	19.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	9.0	5.0	3528.0	39.0	7.0	0.0	8.0	35.0	17.0	5.0	9.0	305.0	3.0	5.0	9.0	6.0	0.0	2.0	3.0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces		0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	35.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	16.0	0.0	5.0	84.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	5499.0	18.0	0.0	0.0	0.0	2.0	17.0	142.0	250.0	32.0	4.0	0.0	0.0	0.0	6.0	5.0	0.0	0.0	309.0	0.0	5.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	97.0	0.0	0.0	9.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae			0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	26.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	253.0	32.0	5.0	0.0	0.0	0.0	0.0	26.0	28.0	4672.0	1076.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0
Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_neoformans	5.0	338.0	0.0	2595.0	12.0	4.0	18.0	9.0	0.0	0.0	15.0	4.0	3.0	14.0	0.0	5.0	5.0	3.0	8.0	4.0	0.0	3.0	0.0	44.0	0.0	4.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	16.0	0.0	24.0	2.0	150.0	0.0	0.0	6.0	17.0	6.0	134.0	5.0	12.0	0.0	6.0	0.0	7.0	7.0	2.0	0.0	5.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	15.0	0.0	4.0	4.0	0.0	0.0	4.0	4.0	0.0	32.0	5.0	0.0	14.0	0.0	5.0	2.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	6.0	9.0	5.0	5.0	72.0	6.0	0.0	0.0	7.0	5.0	0.0	22.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	1514.0	2.0	5.0	17.0	0.0	9.0	305.0	0.0	6.0	2.0	28.0	0.0	0.0	26.0	3.0	5.0	224.0	252.0	5.0	0.0	110.0	0.0	0.0	7.0
