OTU_ID	EB29	EB30	EB31	EB32	EB33	EB34	EB35	EB36	EB37	EB38	EB39	EB40	kingdom	phylum	class	order	family	genus	species
116083	1212.0	786.0	2049.0	2031.0	2457.0	1996.0	1542.0	3406.0	3155.0	729.0	1968.0	2319.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Unidentified	 Unidentified	 Unidentified	 Unidentified
152464	48.0	28.0	47.0	49.0	51.0	42.0	41.0	74.0	68.0	16.0	25.0	44.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Unidentified	 Unidentified	 Unidentified
152465	847.0	462.0	1053.0	951.0	976.0	1152.0	1069.0	1636.0	2032.0	405.0	1142.0	1301.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 Unidentified	 Unidentified
152466	159585.0	94005.0	177855.0	203955.0	220120.0	225882.0	178938.0	292399.0	328924.0	77491.0	199975.0	213227.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 Pelagibacter	 Unidentified
217692	17621.0	9586.0	19759.0	18388.0	18347.0	23552.0	21162.0	30456.0	38463.0	8029.0	20923.0	21729.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 Pelagibacter_A	 Unidentified
253494	688.0	370.0	911.0	743.0	791.0	862.0	978.0	1435.0	1457.0	324.0	907.0	914.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 GCA-2689925	 Unidentified
211094	512.0	373.0	876.0	655.0	809.0	848.0	925.0	1396.0	1569.0	257.0	875.0	938.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 GCA-2704625	 Unidentified
225219	439.0	184.0	503.0	529.0	1275.0	548.0	466.0	676.0	712.0	125.0	451.0	426.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 HIMB114	 Unidentified
233378	287.0	186.0	312.0	300.0	332.0	480.0	454.0	687.0	946.0	141.0	441.0	409.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 MED727	 Unidentified
295831	224.0	111.0	278.0	236.0	250.0	259.0	282.0	425.0	438.0	97.0	256.0	259.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 TMED165	 Unidentified
246581	166.0	143.0	220.0	209.0	196.0	246.0	222.0	338.0	364.0	83.0	238.0	238.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 AG-414-E02	 Unidentified
172690	119.0	128.0	262.0	484.0	1066.0	146.0	150.0	208.0	200.0	66.0	146.0	152.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 Fonsibacter	 Unidentified
201077	86.0	53.0	77.0	65.0	78.0	90.0	87.0	111.0	157.0	43.0	88.0	97.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 MED-G40	 Unidentified
250741	55.0	49.0	61.0	54.0	68.0	64.0	56.0	100.0	121.0	30.0	58.0	76.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 AAA240-E13	 Unidentified
200037	54.0	49.0	65.0	63.0	67.0	64.0	68.0	98.0	97.0	28.0	49.0	58.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 GCA-002704185	 Unidentified
238722	51.0	34.0	58.0	54.0	66.0	83.0	75.0	101.0	116.0	19.0	92.0	71.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 IMCC9063	 Unidentified
305120	40.0	27.0	49.0	45.0	46.0	51.0	44.0	87.0	99.0	18.0	62.0	51.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 TMED170	 Unidentified
272411	33.0	15.0	39.0	27.0	33.0	30.0	29.0	46.0	52.0	11.0	35.0	34.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 CACNRH01	 Unidentified
249318	22.0	35.0	20.0	22.0	19.0	32.0	32.0	37.0	46.0	12.0	26.0	28.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 SYDM01	 Unidentified
280888	19.0	8.0	15.0	20.0	12.0	24.0	15.0	34.0	15.0	5.0	20.0	20.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 MED-G107	 Unidentified
283756	19.0	14.0	27.0	23.0	24.0	22.0	22.0	40.0	40.0	12.0	31.0	25.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 CACHRU01	 Unidentified
302830	11.0	2.0	6.0	9.0	7.0	8.0	11.0	13.0	16.0	2.0	9.0	7.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 CACIVM01	 Unidentified
262948	7.0	4.0	6.0	6.0	11.0	6.0	9.0	11.0	17.0	3.0	7.0	5.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 PRT-SC02	 Unidentified
287608	6.0	2.0	5.0	3.0	8.0	9.0	12.0	11.0	15.0	3.0	5.0	6.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 CABZZR01	 Unidentified
306497	6.0	6.0	7.0	6.0	3.0	9.0	10.0	12.0	13.0	0.0	7.0	5.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 CACCLK01	 Unidentified
324138	4.0	9.0	7.0	5.0	15.0	12.0	9.0	7.0	18.0	3.0	6.0	6.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 Pelagibacteraceae	 CACKTW01	 Unidentified
193377	27.0	27.0	21.0	27.0	18.0	22.0	26.0	38.0	38.0	8.0	23.0	22.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 AG-422-B15	 Unidentified	 Unidentified
227906	2240.0	1736.0	2305.0	2440.0	2127.0	2233.0	2365.0	3007.0	3007.0	833.0	1794.0	1776.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 AG-422-B15	 CABYIR01	 Unidentified
193378	2169.0	1726.0	2033.0	2162.0	2180.0	3433.0	3349.0	4624.0	4414.0	813.0	1886.0	1708.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 AG-422-B15	 AG-422-B15	 Unidentified
224788	1498.0	1077.0	1454.0	1512.0	1387.0	1481.0	1592.0	1700.0	1547.0	405.0	1214.0	1125.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 AG-422-B15	 CACCCN01	 Unidentified
256368	46.0	27.0	53.0	40.0	35.0	48.0	32.0	69.0	49.0	12.0	29.0	21.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 AG-422-B15	 CACPJE01	 Unidentified
232132	31.0	34.0	37.0	42.0	34.0	27.0	38.0	71.0	58.0	17.0	31.0	39.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Pelagibacterales	 AG-422-B15	 CACNXQ01	 Unidentified
137684	534.0	422.0	971.0	1636.0	1771.0	1218.0	781.0	1741.0	1851.0	408.0	1005.0	1632.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Unidentified	 Unidentified
181687	10779.0	6972.0	15717.0	15094.0	11646.0	17949.0	14634.0	24751.0	24008.0	7110.0	15185.0	19142.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 MED-G52	 Unidentified
181990	4411.0	3026.0	7011.0	15199.0	23492.0	8249.0	4749.0	11653.0	8385.0	2359.0	2436.0	3577.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 HIMB11	 Unidentified
208146	2601.0	1685.0	4184.0	4180.0	4835.0	4204.0	4837.0	5898.0	5297.0	2889.0	4778.0	5831.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Planktomarina	 Unidentified
185502	2276.0	1939.0	3985.0	4051.0	3867.0	5520.0	4132.0	8178.0	7579.0	2166.0	4913.0	6571.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 LGRT01	 Unidentified
222428	2204.0	1402.0	1882.0	2099.0	2118.0	2002.0	2240.0	1173.0	1158.0	1878.0	1514.0	1533.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 CPC320	 Unidentified
249147	1560.0	1380.0	1980.0	2751.0	2303.0	2854.0	1837.0	3971.0	3711.0	1358.0	2019.0	4005.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Amylibacter	 Unidentified
257581	1232.0	562.0	1687.0	1731.0	1392.0	4702.0	3287.0	5291.0	5750.0	288.0	1746.0	1484.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 CACIJG01	 Unidentified
260497	481.0	333.0	586.0	581.0	540.0	587.0	610.0	896.0	979.0	261.0	573.0	618.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 GCA-2697345	 Unidentified
230396	428.0	157.0	1499.0	1296.0	970.0	951.0	805.0	2561.0	2298.0	590.0	2532.0	2404.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 GCA-002712045	 Unidentified
224940	382.0	79.0	1359.0	2024.0	994.0	2567.0	1808.0	1408.0	2622.0	155.0	1277.0	2985.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Nereida	 Unidentified
266513	268.0	170.0	429.0	420.0	452.0	523.0	400.0	765.0	767.0	173.0	415.0	512.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 CABZJG01	 Unidentified
215536	255.0	209.0	400.0	435.0	410.0	417.0	321.0	558.0	608.0	121.0	306.0	409.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 LFER01	 Unidentified
219996	180.0	165.0	285.0	276.0	232.0	415.0	285.0	613.0	572.0	121.0	328.0	312.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 CACIIZ01	 Unidentified
276093	155.0	119.0	227.0	240.0	271.0	259.0	212.0	300.0	347.0	109.0	232.0	265.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Tateyamaria	 Unidentified
167343	155.0	159.0	319.0	393.0	446.0	363.0	239.0	507.0	559.0	117.0	321.0	399.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ruegeria	 Unidentified
172372	134.0	129.0	223.0	383.0	417.0	278.0	168.0	511.0	437.0	101.0	245.0	392.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sulfitobacter	 Unidentified
203824	130.0	124.0	251.0	353.0	396.0	270.0	171.0	409.0	423.0	99.0	239.0	317.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseovarius	 Unidentified
235360	97.0	81.0	157.0	151.0	144.0	122.0	103.0	221.0	220.0	40.0	138.0	151.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pseudooceanicola	 Unidentified
194565	92.0	103.0	202.0	235.0	270.0	177.0	133.0	328.0	306.0	67.0	173.0	212.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Paracoccus	 Unidentified
225800	89.0	79.0	193.0	363.0	442.0	375.0	179.0	572.0	623.0	107.0	460.0	752.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Yoonia	 Unidentified
236214	72.0	45.0	106.0	182.0	495.0	128.0	98.0	207.0	182.0	31.0	95.0	117.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Lutimaribacter	 Unidentified
234575	68.0	49.0	99.0	67.0	81.0	135.0	80.0	320.0	284.0	32.0	123.0	116.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 CACKLF01	 Unidentified
245299	62.0	45.0	111.0	180.0	186.0	126.0	91.0	208.0	178.0	35.0	103.0	188.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Shimia	 Unidentified
307835	59.0	265.0	247.0	69.0	85.0	87.0	73.0	196.0	85.0	120.0	59.0	31.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Tranquillimonas	 Unidentified
235680	56.0	53.0	188.0	207.0	268.0	193.0	128.0	316.0	318.0	56.0	138.0	251.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Planktotalea	 Unidentified
277972	52.0	34.0	61.0	62.0	64.0	105.0	98.0	180.0	137.0	37.0	72.0	80.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 GCA-002705045	 Unidentified
158704	40.0	40.0	62.0	100.0	108.0	61.0	46.0	121.0	111.0	35.0	77.0	97.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Epibacterium	 Unidentified
188778	40.0	36.0	66.0	99.0	117.0	85.0	62.0	135.0	124.0	27.0	72.0	85.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseinatronobacter	 Unidentified
244956	37.0	24.0	68.0	72.0	83.0	63.0	47.0	83.0	91.0	39.0	53.0	80.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Parasedimentitalea	 Unidentified
304585	36.0	21.0	34.0	50.0	60.0	53.0	40.0	60.0	55.0	39.0	56.0	76.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 R2A62	 Unidentified
200385	32.0	40.0	61.0	77.0	81.0	70.0	49.0	105.0	96.0	27.0	57.0	73.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Leisingera	 Unidentified
256845	32.0	32.0	87.0	112.0	113.0	83.0	62.0	147.0	168.0	36.0	101.0	134.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Octadecabacter	 Unidentified
240340	32.0	37.0	51.0	70.0	73.0	47.0	36.0	83.0	83.0	22.0	65.0	66.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pseudophaeobacter	 Unidentified
205118	31.0	26.0	45.0	44.0	56.0	39.0	39.0	105.0	70.0	29.0	53.0	44.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Salipiger	 Unidentified
194953	28.0	23.0	41.0	67.0	49.0	44.0	30.0	92.0	70.0	16.0	32.0	55.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Thioclava	 Unidentified
257411	26.0	20.0	46.0	45.0	55.0	34.0	25.0	62.0	49.0	17.0	30.0	53.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 UBA3077	 Unidentified
177364	25.0	30.0	50.0	69.0	75.0	56.0	32.0	107.0	82.0	14.0	55.0	83.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Aliiroseovarius	 Unidentified
272120	23.0	7.0	33.0	27.0	26.0	30.0	21.0	41.0	44.0	11.0	24.0	26.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Amaricoccus	 Unidentified
226973	21.0	32.0	55.0	79.0	131.0	62.0	41.0	91.0	101.0	22.0	61.0	81.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Celeribacter	 Unidentified
287406	21.0	13.0	26.0	38.0	54.0	43.0	26.0	75.0	72.0	12.0	50.0	92.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Loktanella	 Unidentified
244521	20.0	27.0	37.0	32.0	36.0	43.0	27.0	72.0	58.0	10.0	33.0	36.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Tropicimonas	 Unidentified
258109	19.0	25.0	38.0	68.0	87.0	59.0	28.0	88.0	80.0	23.0	53.0	81.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Litoreibacter	 Unidentified
257988	19.0	12.0	54.0	75.0	84.0	76.0	39.0	100.0	103.0	16.0	86.0	179.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ascidiaceihabitans	 Unidentified
241762	19.0	19.0	38.0	53.0	51.0	43.0	24.0	63.0	60.0	12.0	35.0	40.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Marivita	 Unidentified
211457	19.0	15.0	66.0	67.0	43.0	33.0	19.0	58.0	46.0	17.0	30.0	34.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Tabrizicola	 Unidentified
213063	18.0	15.0	43.0	428.0	1455.0	42.0	32.0	65.0	62.0	24.0	71.0	93.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Marivivens	 Unidentified
229770	18.0	16.0	48.0	46.0	39.0	40.0	52.0	57.0	43.0	33.0	34.0	44.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 UBA9554	 Unidentified
198986	17.0	19.0	26.0	42.0	38.0	38.0	19.0	67.0	56.0	8.0	23.0	54.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodovulum	 Unidentified
208524	17.0	12.0	55.0	60.0	51.0	36.0	26.0	57.0	59.0	13.0	31.0	34.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Gemmobacter	 Unidentified
269405	16.0	9.0	29.0	28.0	21.0	24.0	26.0	51.0	45.0	10.0	23.0	35.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Albidovulum	 Unidentified
260170	16.0	7.0	15.0	15.0	24.0	25.0	18.0	20.0	27.0	9.0	15.0	25.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 JABSSB01	 Unidentified
263957	16.0	16.0	28.0	33.0	40.0	23.0	13.0	40.0	45.0	10.0	28.0	41.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Puniceibacterium	 Unidentified
240995	16.0	13.0	61.0	85.0	81.0	46.0	24.0	64.0	63.0	21.0	49.0	73.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pseudorhodobacter	 Unidentified
251848	16.0	12.0	27.0	44.0	49.0	34.0	25.0	60.0	58.0	17.0	37.0	48.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Jannaschia	 Unidentified
228296	15.0	15.0	30.0	31.0	51.0	27.0	13.0	45.0	45.0	9.0	26.0	31.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pararhodobacter	 Unidentified
238365	15.0	15.0	32.0	34.0	41.0	29.0	21.0	60.0	44.0	11.0	26.0	36.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Boseongicola	 Unidentified
216781	15.0	7.0	37.0	21.0	26.0	26.0	18.0	48.0	39.0	18.0	26.0	27.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Alkalilacustris	 Unidentified
239898	15.0	18.0	32.0	52.0	62.0	27.0	22.0	43.0	57.0	14.0	27.0	48.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pelagimonas	 Unidentified
262787	14.0	14.0	64.0	86.0	40.0	28.0	25.0	54.0	58.0	22.0	31.0	36.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Gemmobacter_B	 Unidentified
291565	14.0	14.0	40.0	154.0	499.0	45.0	25.0	66.0	147.0	65.0	1265.0	2282.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Lentibacter	 Unidentified
171188	14.0	15.0	30.0	50.0	61.0	37.0	31.0	58.0	61.0	18.0	35.0	49.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Phaeobacter	 Unidentified
280783	14.0	12.0	28.0	23.0	25.0	20.0	16.0	34.0	26.0	6.0	18.0	17.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 JABUFE01	 Unidentified
267064	14.0	3.0	20.0	35.0	50.0	27.0	17.0	52.0	30.0	11.0	25.0	38.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 HTCC2150	 Unidentified
233458	14.0	11.0	23.0	24.0	25.0	26.0	20.0	59.0	34.0	5.0	21.0	40.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseivivax	 Unidentified
230636	13.0	19.0	30.0	34.0	38.0	30.0	15.0	42.0	45.0	12.0	21.0	45.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseobacter	 Unidentified
258009	12.0	9.0	11.0	15.0	16.0	19.0	11.0	41.0	29.0	7.0	17.0	19.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Halovulum	 Unidentified
265929	12.0	12.0	11.0	25.0	25.0	16.0	14.0	20.0	28.0	4.0	20.0	15.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Primorskyibacter	 Unidentified
264646	12.0	14.0	43.0	50.0	43.0	37.0	24.0	62.0	61.0	12.0	37.0	49.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Halocynthiibacter	 Unidentified
222639	12.0	15.0	42.0	74.0	86.0	52.0	30.0	86.0	71.0	6.0	53.0	59.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Thalassobius	 Unidentified
268629	11.0	7.0	22.0	15.0	29.0	9.0	11.0	25.0	30.0	8.0	12.0	16.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Dinoroseobacter	 Unidentified
222850	11.0	9.0	66.0	120.0	58.0	16.0	17.0	29.0	26.0	200.0	65.0	22.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Cypionkella	 Unidentified
239961	11.0	18.0	20.0	35.0	69.0	12.0	19.0	36.0	26.0	7.0	21.0	37.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Pacificibacter	 Unidentified
234424	10.0	11.0	21.0	45.0	43.0	24.0	29.0	38.0	46.0	5.0	27.0	26.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Cognatishimia	 Unidentified
266134	10.0	18.0	16.0	44.0	56.0	34.0	16.0	46.0	53.0	6.0	37.0	38.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Marinosulfonomonas	 Unidentified
270696	10.0	3.0	16.0	12.0	12.0	15.0	7.0	18.0	18.0	3.0	8.0	9.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sagittula	 Unidentified
252408	10.0	9.0	27.0	20.0	30.0	19.0	15.0	35.0	27.0	5.0	16.0	29.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Fluviibacterium	 Unidentified
246985	10.0	18.0	26.0	35.0	33.0	28.0	14.0	48.0	51.0	10.0	16.0	38.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Palleronia	 Unidentified
296909	10.0	6.0	16.0	32.0	30.0	26.0	9.0	40.0	35.0	6.0	32.0	43.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Cognatiyoonia	 Unidentified
235998	10.0	14.0	40.0	54.0	20.0	16.0	8.0	45.0	29.0	10.0	20.0	25.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 ETT8	 Unidentified
284961	9.0	12.0	24.0	32.0	33.0	25.0	17.0	46.0	36.0	13.0	19.0	25.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Oceaniglobus	 Unidentified
289719	9.0	8.0	23.0	26.0	30.0	20.0	11.0	43.0	30.0	8.0	15.0	22.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseicyclus	 Unidentified
247396	9.0	15.0	25.0	25.0	33.0	19.0	14.0	35.0	26.0	10.0	13.0	27.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Donghicola	 Unidentified
249637	9.0	11.0	12.0	18.0	28.0	23.0	9.0	34.0	25.0	8.0	21.0	25.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 JABDJO01	 Unidentified
309624	8.0	6.0	14.0	13.0	23.0	10.0	8.0	14.0	19.0	3.0	12.0	12.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 FREY01	 Unidentified
252061	8.0	12.0	28.0	45.0	38.0	29.0	20.0	27.0	37.0	12.0	25.0	29.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ruegeria_E	 Unidentified
227545	8.0	7.0	13.0	33.0	34.0	27.0	10.0	26.0	32.0	12.0	18.0	25.0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Sulfitobacter_C	 Unidentified
